,Source.Id,Source.Identifier,Source.Gender,Source.Credits.Position,Source.Type,Destination.Id,Destination.Identifier,Destination.Year.Released,Destination.IMDB.Rating,Destination.IMDB.VoteCount,Destination.Genres,Destination.Script,Destination.Type,Transaction.Id,Transaction.Type
47,u47,TOMMY,?,?,Person,m2,15 minutes,2001,6.10,25854,"['action', 'crime', 'drama', 'thriller']",http://www.dailyscript.com/scripts/15minutes.html,Document,304761,Correlation
48,u48,VENDOR,?,?,Person,m2,15 minutes,2001,6.10,25854,"['action', 'crime', 'drama', 'thriller']",http://www.dailyscript.com/scripts/15minutes.html,Document,304762,Correlation
49,u49,B20,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304763,Correlation
50,u50,BOWMAN,m,1,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304764,Correlation
51,u51,C12,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304765,Correlation
52,u52,CHILD,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304766,Correlation
53,u53,CO-PILOT,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304767,Correlation
54,u54,ELENA,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304768,Correlation
55,u55,FLOYD,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304769,Correlation
56,u56,HAL,m,7,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304770,Correlation
57,u57,MICHAELS,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304771,Correlation
58,u58,MILLER,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304772,Correlation
59,u59,PILOT,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304773,Correlation
60,u60,POOLE,m,2,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304774,Correlation
61,u61,SMYSLOV,?,?,Person,m3,2001: a space odyssey,1968,8.40,163227,"['adventure', 'mystery', 'sci-fi']",http://www.scifiscripts.com/scripts/2001.txt,Document,304775,Correlation
62,u62,ATTENDANT,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304776,Correlation
63,u63,BARTENDER,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304777,Correlation
64,u64,BILLY,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304778,Correlation
65,u65,CANDY,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304779,Correlation
66,u66,CASEY,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304780,Correlation
67,u67,CATES,m,1,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304781,Correlation
68,u68,ELAINE,f,3,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304782,Correlation
69,u69,GANZ,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304783,Correlation
70,u70,HADEN,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304784,Correlation
71,u71,HAMMOND,m,2,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304785,Correlation
72,u72,HENRY,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304786,Correlation
73,u73,KEHOE,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304787,Correlation
74,u74,LISA,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304788,Correlation
75,u75,LUTHER,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304789,Correlation
76,u76,SOSNA,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304790,Correlation
77,u77,YOUNG COP,?,?,Person,m4,48 hrs.,1982,6.90,22289,"['action', 'comedy', 'crime', 'drama', 'thriller']",http://www.awesomefilm.com/script/48hours.txt,Document,304791,Correlation
78,u78,CORNELIUS,m,3,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304792,Correlation
79,u79,DAVID,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304793,Correlation
80,u80,DIVA,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304794,Correlation
81,u81,FINGER,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304795,Correlation
82,u82,GIRL,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304796,Correlation
83,u83,KOMMANDER,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304797,Correlation
84,u84,KORBEN,m,1,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304798,Correlation
85,u85,LEELOO,f,4,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304799,Correlation
86,u86,LOC RHOD,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304800,Correlation
87,u87,MACTILBURGH,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304801,Correlation
88,u88,MOTHER,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304802,Correlation
89,u89,MUGGER,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304803,Correlation
90,u90,MUNRO,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304804,Correlation
91,u91,PRESIDENT,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304805,Correlation
92,u92,PRIEST,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304806,Correlation
93,u93,PROFESSOR,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304807,Correlation
94,u94,SECRETARY,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304808,Correlation
95,u95,SHADOW,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304809,Correlation
96,u96,STAEDERT,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304810,Correlation
97,u97,THAI,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304811,Correlation
98,u98,VOICE,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304812,Correlation
99,u99,ZORG,?,?,Person,m5,the fifth element,1997,7.50,133756,"['action', 'adventure', 'romance', 'sci-fi', 'thriller']",http://www.scifiscripts.com/scripts/5thelement.txt,Document,304813,Correlation
100,u100,AMY,f,7,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304814,Correlation
101,u101,ANGRY DEALER,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304815,Correlation
102,u102,DINO,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304816,Correlation
103,u103,DINO VELVET,m,4,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304817,Correlation
104,u104,DIRECTOR,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304818,Correlation
105,u105,EDDIE,m,3,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304819,Correlation
106,u106,LONGDALE,m,5,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304820,Correlation
107,u107,MALE VOICE,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304821,Correlation
108,u108,MAX,m,2,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304822,Correlation
109,u109,MRS CHRISTIAN,M,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304823,Correlation
110,u110,MRS MATHEWS,M,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304824,Correlation
111,u111,NUN,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304825,Correlation
112,u112,POLITICIAN,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304826,Correlation
113,u113,SALESPERSON,?,?,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304827,Correlation
114,u114,WELLES,m,1,Person,m6,8mm,1999,6.30,48212,"['crime', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/eight-millimeter.html,Document,304828,Correlation
115,u115,ALICE,f,1,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304829,Correlation
116,u116,DAN,m,3,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304830,Correlation
117,u117,DEBBIE,?,?,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304831,Correlation
118,u118,ELAINE,?,?,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304832,Correlation
119,u119,KRISTEN,?,?,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304833,Correlation
120,u120,NURSE,?,?,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304834,Correlation
121,u121,RICK,?,?,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304835,Correlation
122,u122,SHEILA,?,?,Person,m7,a nightmare on elm street 4: the dream master,1988,5.20,13590,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-4.txt,Document,304836,Correlation
123,u123,ALICE,f,2,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304837,Correlation
124,u124,ALICE'S DAD,?,?,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304838,Correlation
125,u125,DAN,?,?,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304839,Correlation
126,u126,GRETA,?,?,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304840,Correlation
127,u127,JACOB,?,?,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304841,Correlation
128,u128,MARK,m,7,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304842,Correlation
129,u129,MRS. JORDAN,?,?,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304843,Correlation
130,u130,YVONNE,f,3,Person,m8,a nightmare on elm street: the dream child,1989,4.70,11092,"['fantasy', 'horror', 'thriller']",http://www.hundland.org/scripts/A-Nightmare-on-Elm-Street-5.txt,Document,304844,Correlation
131,u131,CARL,m,3,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304845,Correlation
132,u132,DAVE,m,?,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304846,Correlation
133,u133,GRIFF,?,?,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304847,Correlation
134,u134,KENT,?,?,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304848,Correlation
135,u135,REEF,m,1,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304849,Correlation
136,u136,SAUCER VOICE,?,?,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304850,Correlation
137,u137,SIR IAN,?,?,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304851,Correlation
138,u138,WENDOVER,?,?,Person,m9,the atomic submarine,1959,4.90,513,"['sci-fi', 'thriller']",http://leonscripts.tripod.com/scripts/ATOMICSUB.htm,Document,304852,Correlation
139,u139,ALMA,f,7,Person,m10,affliction,1997,6.90,7252,"['drama', 'mystery', 'thriller']",http://www.dailyscript.com/scripts/Affliction.txt,Document,304853,Correlation
